sample_ID_EPFL	Sample name	title	CEL file	source name	organism	characteristics: organism_NCBI_txid	characteristics: strain	characteristics: sex	characteristics: age	characteristics: diet_ID	characteristics: diet_description	characteristics: dietary_intervention	characteristics: diet_composition	characteristics: diet_REF	characteristics: tissue	characteristics: tissue_REF	characteristics: tissue_sample_ID	characteristics: mean_extracted_RNA_concentration_before pooling	characteristics: mean_extracted_RNA_concentration_before pooling_unit	characteristics: mean_nanodrop_260_280_ratio_before_pooling	characteristics: mean_nanodrop_260_230_ratio_before_pooling	characteristics: assay_date	characteristics: geo_accession	platform	molecule	label	description	solvent	platform_name	data
BXD43_CD_liver	GSM1466462_43_cd.CEL	BXD43-liver-CD	GSM1466462_43_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD43	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD43_CD_221,BXD43_CD_223,BXD43_CD_225	953.266666666667	ng/ul	1.85	1.66666666666667	2013-03-21	GSM1466462	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD43 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466462/suppl/GSM1466462_43_cd.CEL.gz
BXD43_HFD_liver	GSM1466463_43_hfd.CEL	BXD43-liver-HFD	GSM1466463_43_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD43	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD43_HFD_228,BXD43_HFD_229,BXD43_HFD_230	918.933333333333	ng/ul	1.99	1.22333333333333	2013-03-21	GSM1466463	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD43 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466463/suppl/GSM1466463_43_hfd.CEL.gz
BXD44_CD_liver	GSM1466464_44_cd.CEL	BXD44-liver-CD	GSM1466464_44_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD44	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD44_CD_174,BXD44_CD_173,BXD44_CD_172	644.166666666667	ng/ul	1.98333333333333	1.53	2013-03-21	GSM1466464	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD44 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466464/suppl/GSM1466464_44_cd.CEL.gz
BXD44_HFD_liver	GSM1466465_44_hfd.CEL	BXD44-liver-HFD	GSM1466465_44_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD44	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD44_HFD_179,BXD44_HFD_178,BXD44_HFD_177,BXD44_HFD_176	915.275	ng/ul	1.985	1.1275	2013-03-21	GSM1466465	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD44 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466465/suppl/GSM1466465_44_hfd.CEL.gz
BXD45_CD_liver	GSM1466466_45_cd.CEL	BXD45-liver-CD	GSM1466466_45_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD45	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD45_CD_31,BXD45_CD_32,BXD45_CD_33,BXD45_CD_34,BXD45_CD_35	1065.76	ng/ul	1.948	1.086	2013-03-21	GSM1466466	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD45 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466466/suppl/GSM1466466_45_cd.CEL.gz
BXD45_HFD_liver	GSM1466467_45_hfd.CEL	BXD45-liver-HFD	GSM1466467_45_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD45	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD45_HFD_36,BXD45_HFD_37,BXD45_HFD_38,BXD45_HFD_40	723.325	ng/ul	1.86	1.27	2013-03-21	GSM1466467	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD45 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466467/suppl/GSM1466467_45_hfd.CEL.gz
BXD48_CD_liver	GSM1466468_48_cd.CEL	BXD48-liver-CD	GSM1466468_48_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD48	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD48_CD_291,BXD48_CD_292,BXD48_CD_293,BXD48_CD_294,BXD48_CD_295	903.3	ng/ul	1.892	1.778	2013-03-21	GSM1466468	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD48 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466468/suppl/GSM1466468_48_cd.CEL.gz
BXD48_HFD_liver	GSM1466469_48_hfd.CEL	BXD48-liver-HFD	GSM1466469_48_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD48	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD48_HFD_296,BXD48_HFD_297,BXD48_HFD_298,BXD48_HFD_299,BXD48_HFD_300	637.04	ng/ul	1.818	1.35	2013-03-21	GSM1466469	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD48 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466469/suppl/GSM1466469_48_hfd.CEL.gz
BXD49_CD_liver	GSM1466470_49_cd.CEL	BXD49-liver-CD	GSM1466470_49_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD49	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD49_CD_304,BXD49_CD_301,BXD49_CD_302,BXD49_CD_303	874.95	ng/ul	1.885	1.385	2013-03-21	GSM1466470	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD49 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466470/suppl/GSM1466470_49_cd.CEL.gz
BXD49_HFD_liver	GSM1466471_49_hfd.CEL	BXD49-liver-HFD	GSM1466471_49_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD49	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD49_HFD_307,BXD49_HFD_308,BXD49_HFD_309,BXD49_HFD_310	817.25	ng/ul	1.86	1.2075	2013-03-21	GSM1466471	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD49 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466471/suppl/GSM1466471_49_hfd.CEL.gz
BXD50_HFD_liver	GSM1466472_50_hfd.CEL	BXD50-liver-HFD	GSM1466472_50_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD50	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD50_HFD_451,BXD50_HFD_452,BXD50_HFD_453,BXD50_HFD_454,BXD50_HFD_455	1017.06	ng/ul	1.898	0.998	2013-03-21	GSM1466472	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD50 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466472/suppl/GSM1466472_50_hfd.CEL.gz
BXD51_CD_liver	GSM1466473_51_cd.CEL	BXD51-liver-CD	GSM1466473_51_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD51	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD51_CD_22,BXD51_CD_23,BXD51_CD_25	825.233333333333	ng/ul	1.89333333333333	1.17333333333333	2013-03-21	GSM1466473	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD51 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466473/suppl/GSM1466473_51_cd.CEL.gz
BXD51_HFD_liver	GSM1466474_51_hfd.CEL	BXD51-liver-HFD	GSM1466474_51_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD51	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD51_HFD_26,BXD51_HFD_27,BXD51_HFD_28,BXD51_HFD_30	725.3	ng/ul	1.81	1.61	2013-03-21	GSM1466474	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD51 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466474/suppl/GSM1466474_51_hfd.CEL.gz
BXD55_CD_liver	GSM1466475_55_cd1.CEL	BXD55-liver-CD	GSM1466475_55_cd1.CEL.gz	liver, chow diet	Mus musculus	10090	BXD55	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD55_CD_51,BXD55_CD_52,BXD55_CD_53,BXD55_CD_54,BXD55_CD_55	837.32	ng/ul	1.864	1.622	2013-03-21	GSM1466475	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD55 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466475/suppl/GSM1466475_55_cd1.CEL.gz
BXD55_HFD_liver	GSM1466476_55_hfd.CEL	BXD55-liver-HFD	GSM1466476_55_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD55	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD55_HFD_56,BXD55_HFD_57,BXD55_HFD_58,BXD55_HFD_60	733.125	ng/ul	1.83	1.57	2013-03-21	GSM1466476	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD55 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466476/suppl/GSM1466476_55_hfd.CEL.gz
BXD56_CD_liver	GSM1466477_56_cd.CEL	BXD56-liver-CD	GSM1466477_56_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD56	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD56_CD_401,BXD56_CD_403,BXD56_CD_404	1478.73333333333	ng/ul	1.95	1.09666666666667	2013-03-21	GSM1466477	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD56 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466477/suppl/GSM1466477_56_cd.CEL.gz
BXD56_HFD_liver	GSM1466478_56_hfd.CEL	BXD56-liver-HFD	GSM1466478_56_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD56	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD56_HFD_406,BXD56_HFD_407	1699.25	ng/ul	1.96	0.995	2013-03-21	GSM1466478	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD56 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466478/suppl/GSM1466478_56_hfd.CEL.gz
BXD60_CD_liver	GSM1466479_60_cd.CEL	BXD60-liver-CD	GSM1466479_60_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD60	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD60_CD_212,BXD60_CD_213,BXD60_CD_214,BXD60_CD_215	795.3	ng/ul	1.86	1.25	2013-03-21	GSM1466479	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD60 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466479/suppl/GSM1466479_60_cd.CEL.gz
BXD61_CD_liver	GSM1466480_61_cd.CEL	BXD61-liver-CD	GSM1466480_61_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD61	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD61_CD_81,BXD61_CD_82,BXD61_CD_83,BXD61_CD_84,BXD61_CD_85	422.38	ng/ul	1.836	1.154	2013-03-21	GSM1466480	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD61 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466480/suppl/GSM1466480_61_cd.CEL.gz
BXD61_HFD_liver	GSM1466481_61_hfd.CEL	BXD61-liver-HFD	GSM1466481_61_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD61	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD61_HFD_86,BXD61_HFD_87,BXD61_HFD_8	822.4	ng/ul	1.89666666666667	1.01	2013-03-21	GSM1466481	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD61 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466481/suppl/GSM1466481_61_hfd.CEL.gz
BXD62_CD_liver	GSM1466482_62_cd.CEL	BXD62-liver-CD	GSM1466482_62_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD62	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD62_CD_183,BXD62_CD_182,BXD62_CD_191,BXD62_CD_192,BXD62_CD_193,BXD62_CD_194	882	ng/ul	1.92	1.34833333333333	2013-03-26	GSM1466482	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD62 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466482/suppl/GSM1466482_62_cd.CEL.gz
BXD62_HFD_liver	GSM1466483_62_hfd.CEL	BXD62-liver-HFD	GSM1466483_62_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD62	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD62_HFD_196,BXD62_HFD_197,BXD62_HFD_198,BXD62_HFD_199	710.975	ng/ul	1.8225	1.26	2013-03-26	GSM1466483	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD62 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466483/suppl/GSM1466483_62_hfd.CEL.gz
BXD63_CD_liver	GSM1466484_63_cd.CEL	BXD63-liver-CD	GSM1466484_63_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD63	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	NA	NA	ng/ul	NA	NA	2013-03-26	GSM1466484	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD63 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466484/suppl/GSM1466484_63_cd.CEL.gz
BXD63_HFD_liver	GSM1466485_63_hfd.CEL	BXD63-liver-HFD	GSM1466485_63_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD63	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD63_HFD_186,BXD63_HFD_188,BXD63_HFD_189	1238.13333333333	ng/ul	1.94666666666667	0.816666666666667	2013-03-26	GSM1466485	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD63 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466485/suppl/GSM1466485_63_hfd.CEL.gz
BXD64_CD_liver	GSM1466486_64_cd.CEL	BXD64-liver-CD	GSM1466486_64_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD64	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD64_CD_316,BXD64_CD_317,BXD64_CD_318,BXD64_CD_319	675.5	ng/ul	1.8075	1.3925	2013-03-26	GSM1466486	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD64 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466486/suppl/GSM1466486_64_cd.CEL.gz
BXD64_HFD_liver	GSM1466487_64_hfd.CEL	BXD64-liver-HFD	GSM1466487_64_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD64	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD64_HFD_311,BXD64_HFD_312,BXD64_HFD_313,BXD64_HFD_314	589.55	ng/ul	1.8125	0.8275	2013-03-26	GSM1466487	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD64 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466487/suppl/GSM1466487_64_hfd.CEL.gz
BXD65_CD_liver	GSM1466488_65_cd.CEL	BXD65-liver-CD	GSM1466488_65_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD65	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD65_CD_261	606.3	ng/ul	1.82	1.2	2013-03-26	GSM1466488	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD65 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466488/suppl/GSM1466488_65_cd.CEL.gz
BXD65_HFD_liver	GSM1466489_65_hfd.CEL	BXD65-liver-HFD	GSM1466489_65_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD65	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD65_HFD_269	612.6	ng/ul	1.82	1.38	2013-03-26	GSM1466489	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD65 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466489/suppl/GSM1466489_65_hfd.CEL.gz
